Number_of_Jumps,Tag_Est_X,Tag_Est_Y,Tag_Est_Z,Tag_Est_Roll,Tag_Est_Pitch,Tag_Est_Yaw,Translation_Error
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,0.020347504631922784
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.53520456109207
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,49.981259619104605
1,-0.00400355780047135,0.004164255966921821,50.0195102906674,3.1415103685515064,-7.912291343672748e-05,-1.5481604161296973e-07,1.9804981338731815
1,29.53431536253123,-0.00020894251932412019,120.32538654259038,-3.1415926236542546,-0.004302726346324503,-7.474085361582925e-09,59.557862923049186
1,-24.98121583377963,-14.988606519390427,84.93483038995647,3.1415900677109083,-5.119488145449913e-06,-7.514744959821772e-07,50.0238642205149
1,3.656350849823615e-05,3.2490229185885234e-07,52.01403537041916,-3.141592653517163,6.839918615218122e-07,9.863048730511537e-08,1.985964629917453
1,29.483179168144204,-0.0032837313214684246,122.35714740230773,-3.1415671061431105,-0.004614969055122825,-3.198560269749056e-06,59.50586172294441
1,-25.011252858950517,-15.01359190718357,87.06114123643815,-3.141540569462945,8.559112975771857e-05,1.5276409414265887e-05,50.04882386796784
1,0.0004852376095414848,-0.00048523750928419204,54.020651857873446,-3.141587488669525,5.164922101840408e-06,1.4075462876278823e-11,1.979348261082627
1,29.966649000958633,-0.018438909208607312,123.89754840144815,-3.1414490055608146,-8.377842669964693e-05,-1.503508007389488e-05,60.003496857448226
1,-24.78716575403152,-15.154341836059896,89.08879498530578,-3.140096930923173,0.0024858897545208068,0.0004237567752059682,49.82407450048581
1,0.0005346118462550853,-0.0005346117171725841,56.02034831210101,-3.1415855121766403,7.141415430825395e-06,2.6523671664543106e-11,0.02036235312713801
1,31.765556451832822,5.650629388354623e-06,125.31730922286025,3.1415907511638927,0.014494943863655232,4.663152035147271e-07,61.769329205535094
1,-24.732263586128063,-15.19270588701143,91.1053682804866,-3.1397345168229713,0.003049995585008267,0.0005098719176399324,49.732748561019044
1,0.10756710184414393,-8.13854894606166e-05,56.01853192340272,3.141592541720161,0.019373604468378144,7.917823917787002e-07,0.10915182182515587
1,30.85237736879877,-0.008146699294124104,125.60846013764058,-3.141533452766899,0.02448639265029467,-1.3459182252135271e-05,60.8536375352141
1,-25.044612564387077,-14.751420760067669,91.12246726508975,3.1389249734879496,0.017331403524629165,-0.0007807700993830598,50.045379772653874
1,0.15276830969816624,-8.439160738896883e-05,56.0214488750467,3.1415921765567076,0.03761675182819388,2.990500981563707e-06,0.154266709988731
1,30.156797828806,-0.01877995717114656,126.06216616276318,-3.1414539033723563,0.03602020772705604,-2.55741946595153e-05,60.15683288151415
1,-25.079716865956616,-15.010080490550386,90.95352609336582,-3.141436627522275,0.03395491716101881,3.086577389557007e-05,50.079739444356804
1,-0.0020038165934062025,-0.00463689592986538,56.01879393176468,3.141065239520709,0.03486493147682249,-0.017470764494511494,0.01946093409833484
1,29.910826482678395,0.08903772509624618,126.04936129112792,3.1402510065374836,0.03411932415641652,-0.017587260592182404,59.91091297995008
1,-24.9522081619491,-14.925205589884897,91.06126472135969,3.1400688613887997,0.035492686365301646,-0.017427361462152246,49.95230172699314
1,-0.0020038165934062025,-0.00463689592986538,56.01879393176468,3.141065239520709,0.03486493147682249,-0.017470764494511494,0.01946093409833484
1,29.910826482678395,0.08903772509624618,126.04936129112792,3.1402510065374836,0.03411932415641652,-0.017587260592182404,59.91091297995008
1,-24.9522081619491,-14.925205589884897,91.06126472135969,3.1400688613887997,0.035492686365301646,-0.017427361462152246,49.95230172699314
1,-0.01726836328357945,-0.011486349316181192,56.01869805776546,3.123739681927462,0.034291697567042145,-0.017445689430675218,0.027924003210635394
1,30.00103416979938,-0.40695766216650603,126.02234740791492,3.126788456579305,0.03461666204705425,-0.01716879818322378,60.00241841285124
1,-25.005634475863452,-14.997185331673464,91.01523370185562,3.1235113294223398,0.034604238904388296,-0.017586421362737747,50.005636875473286
1,-0.017175632671973615,0.0017696114248249685,56.01873740938351,3.1060547448964537,0.03398467334101458,-0.017491475502831852,0.025479882116735807
1,29.98928437212091,0.44692632338880844,126.03177345266046,3.102606143994523,0.034094372072845124,-0.01728618630076965,59.99095758670653
1,-25.069005276402155,-15.224258961357544,90.92926645692154,3.108574368319142,0.033536864867748005,-0.017361965182714177,50.06955746443394
1,-0.017175632671973615,0.0017696114248249685,56.01873740938351,3.1060547448964537,0.03398467334101458,-0.017491475502831852,0.025479882116735807
1,29.98928437212091,0.44692632338880844,126.03177345266046,3.102606143994523,0.034094372072845124,-0.01728618630076965,59.99095758670653
1,-25.069005276402155,-15.224258961357544,90.92926645692154,3.108574368319142,0.033536864867748005,-0.017361965182714177,50.06955746443394
1,-0.017175632671973615,0.0017696114248249685,56.01873740938351,3.1060547448964537,0.03398467334101458,-0.017491475502831852,0.025479882116735807
1,29.98928437212091,0.44692632338880844,126.03177345266046,3.102606143994523,0.034094372072845124,-0.01728618630076965,59.99095758670653
1,-25.069005276402155,-15.224258961357544,90.92926645692154,3.108574368319142,0.033536864867748005,-0.017361965182714177,50.06955746443394
