Time,Number_of_Nodes,Average_Distance,Est_X,Est_Y,Est_Z,Est_Roll,Est_Pitch,Est_Yaw,GT_X,GT_Y,GT_Z,GT_Roll,GT_Pitch,GT_Yaw,Translation_Difference,Rotation_Difference
0.9612979888916016,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
1.4141719341278076,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
1.8273420333862305,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
2.2275338172912598,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
2.6347639560699463,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
3.067288875579834,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
3.483258008956909,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
3.89711594581604,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
4.307760953903198,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
4.700812816619873,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
5.1682679653167725,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
5.568204879760742,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
5.974874019622803,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
6.3912599086761475,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
6.8123180866241455,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
7.24062705039978,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
7.641534090042114,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
8.027152061462402,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
8.39972996711731,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
8.791600942611694,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
9.17007303237915,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
9.55234694480896,3,87.90292464759706,-0.004003557800473865,0.004164255966921785,50.0195102906674,3.1415103685515064,-7.912291343672747e-05,-1.5481604161296973e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.02034750463192327,0.0001614390777653854
