Time,Number of Nodes,Avrg Distance,Est_X,Est_Y,Est_Z,Est_Roll,Est_Pitch,Est_Yaw,GT_X,GT_Y,GT_Z,GT_Roll,GT_Pitch,GT_Yaw,Translation Difference,Rotation Difference,Cluster
0.6801772117614746,3,87.90292464759706,-0.0040035578004714,0.0041642559669223,50.0195102906674,3.1415103685515064,-7.912291343672717e-05,-1.548160416129698e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0203475046319229,0.0001614390777653,2
1.0393860340118408,3,87.90292464759706,-0.0040035578004714,0.0041642559669223,50.0195102906674,3.1415103685515064,-7.912291343672717e-05,-1.548160416129698e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0203475046319229,0.0001614390777653,2
1.3754119873046875,3,87.90292464759706,-0.0040035578004714,0.0041642559669223,50.0195102906674,3.1415103685515064,-7.912291343672717e-05,-1.548160416129698e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0203475046319229,0.0001614390777653,2
1.7275381088256836,3,87.90292464759706,-0.0040035578004714,0.0041642559669223,50.0195102906674,3.1415103685515064,-7.912291343672717e-05,-1.548160416129698e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0203475046319229,0.0001614390777653,2
2.0538110733032227,3,87.90292464759706,-0.0040035578004714,0.0041642559669223,50.0195102906674,3.1415103685515064,-7.912291343672717e-05,-1.548160416129698e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0203475046319229,0.0001614390777653,2
2.455119132995605,3,87.90292464759706,-0.0040035578004714,0.0041642559669223,50.0195102906674,3.1415103685515064,-7.912291343672717e-05,-1.548160416129698e-07,0.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0203475046319229,0.0001614390777653,2
2.8137030601501465,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
3.174280881881714,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
3.5351550579071045,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
3.9017350673675537,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
4.326282978057861,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
4.701592922210693,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
5.056942939758301,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
6.138524055480957,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
6.493738889694214,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
6.857659101486206,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
7.234570980072021,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
7.592861175537109,3,87.75320931945093,2.000680023236254,0.0006182916817827,50.0194668659353,3.141580587115889,-7.4978551479836414e-06,-2.328052362452836e-07,2.0,0.0,50.0,3.141592653589793,-0.0,0.0,0.0194885501140681,2.009337421319368e-05,2
