Number of Jumps,Est_X_Local,Est_Y_Local,Est_Z_Local,Est_Roll_Local,Est_Pitch_Local,Est_Yaw_Local,Est_X_World,Est_Y_World,Est_Z_World,Est_Roll_World,Est_Pitch_World,Est_Yaw_World,Tag_Est_X,Tag_Est_Y,Tag_Est_Z,Tag_Est_Roll,Tag_Est_Pitch,Tag_Est_Yaw,Error_World,Error_Local
2,-53.69888481920158,11.782188904435268,70.06327148734019,-3.0783728427441064,-0.3436072293544748,-0.18545050370515298,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-7.543886184692383,-14.018503189086914,93.8059310913086,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0971511860532388,3.42793622230009,0.6010186716279329
1,1.285140149656987,-1.2269152555132041,49.726826636031234,-3.141582349452186,-7.076241742865966e-06,-4.71918091016057e-07,0.0,0.0,0.0,0.0,-0.0,0.0,-7.543886184692383,-14.018503189086914,93.8059310913086,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0,11.591390709480933,0.6010186716279329
1,31.925918167989487,1.1008080678379564,134.30205331635048,-3.141285954446653,0.00819832221411161,-7.058442953920145e-05,-30.07388663343167,0.06715105598137927,-70.07489967516682,0.0005998763521795006,-0.007521789624199344,5.425810070954385e-05,-7.543886184692383,-14.018503189086914,93.8059310913086,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.09798923043631191,0.7754738848174441,0.6010186716279329
1,14.674641229538866,-11.394598058793523,85.88334321700687,3.1407729711609877,0.0010643593565719286,0.00014242492648102798,25.006210939679907,14.998595134728902,-34.989128363663774,0.00040168495928733275,0.0005624144087882916,0.00010886537340296502,14.574493408203125,-11.469501495361328,85.87198638916016,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.005403803540431795,0.018024122853063318,0.20557514070167593
2,-38.019860465694066,16.020276207613886,66.91604452970863,-3.0786242943098503,-0.34353232454348914,-0.18555353259786983,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-38.016913911399854,16.003550637647095,66.90425577571469,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.09715881544777005,0.014866977824610217,0.20557514070167593
1,1.285140149656987,-1.2269152555132041,49.726826636031234,-3.141582349452186,-7.076241742865966e-06,-4.71918091016057e-07,0.0,0.0,0.0,0.0,-0.0,0.0,-38.016913911399854,16.003550637647095,66.90425577571469,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.0,14.790370767332284,0.20557514070167593
1,31.925918167989487,1.1008080678379564,134.30205331635048,-3.141285954446653,0.00819832221411161,-7.058442953920145e-05,-30.07388663343167,0.06715105598137927,-70.07489967516682,0.0005998763521795006,-0.007521789624199344,5.425810070954385e-05,-38.016913911399854,16.003550637647095,66.90425577571469,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.09798923043631191,1.4612884559532802,0.20557514070167593
1,-12.654243369150809,-16.720207104586944,94.82485181646017,3.1410598923204436,-0.00040208568254724024,-7.089035246061966e-05,24.992739615400126,14.99704754949028,-34.97317219794376,0.0005206213269934027,0.0004892033454535967,7.361240695390651e-05,-12.621418952941895,-16.77499008178711,94.83397674560547,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.025570516837269963,0.014084923517486914,0.017006492322696905
2,-38.019860465694066,16.020276207613886,66.91604452970863,-3.0786242943098503,-0.34353232454348914,-0.18555353259786983,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-12.621418952941895,-16.77499008178711,94.83397674560547,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0971511860532388,16.682045564394443,0.017006492322696905
1,12.38611661136198,-1.7734531763737602,59.84914102377351,3.1415804789060076,8.715462318949931e-05,2.5127351940262386e-06,0.0,0.0,0.0,0.0,-0.0,0.0,12.378581047058105,-1.7749910354614258,59.8339729309082,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0,0.016328822394775955,0.017006492322696905
1,31.925918167989487,1.1008080678379564,134.30205331635048,-3.141285954446653,0.00819832221411161,-7.058442953920145e-05,-30.07388663343167,0.06715105598137927,-70.07489967516682,0.0005998763521795006,-0.007521789624199344,5.425810070954385e-05,12.378581047058105,-1.7749910354614258,59.8339729309082,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.09798923043631191,1.462166465148698,0.017006492322696905
1,-12.055791371457726,-9.93319145556353,95.4168566333701,3.1391569330188602,-0.0028862988018275035,-0.0003004761200577443,25.02074491860954,15.002761832231588,-34.986836719418875,0.002346534360961453,0.0026244124302849054,0.0003282671854404948,-11.7723388671875,-10.165331840515137,95.40821838378906,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0021854531024345647,0.01932643580947513,0.03169786648077044
2,-38.019860465694066,16.020276207613886,66.91604452970863,-3.0786242943098503,-0.34353232454348914,-0.18555353259786983,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-11.7723388671875,-10.165331840515137,95.40821838378906,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0971511860532388,17.61416109730115,0.03169786648077044
1,13.218680967494919,4.841824218895365,60.43775948716606,3.1415026706984426,-0.0002611734722124994,2.1020349726841862e-05,0.0,0.0,0.0,0.0,-0.0,0.0,13.2276611328125,4.834668159484863,60.4082145690918,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0,0.027418059524720206,0.03169786648077044
1,31.925918167989487,1.1008080678379564,134.30205331635048,-3.141285954446653,0.00819832221411161,-7.058442953920145e-05,-30.07388663343167,0.06715105598137927,-70.07489967516682,0.0005998763521795006,-0.007521789624199344,5.425810070954385e-05,13.2276611328125,4.834668159484863,60.4082145690918,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.09798923043631191,0.5778505359419626,0.03169786648077044
1,-12.055791371457726,-9.93319145556353,95.4168566333701,3.1391569330188602,-0.0028862988018275035,-0.0003004761200577443,25.02074491860954,15.002761832231588,-34.986836719418875,0.002346534360961453,0.0026244124302849054,0.0003282671854404948,13.2276611328125,4.834668159484863,60.4082145690918,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0021854531024345647,1.6878659813445864,0.03169786648077044
2,-38.019860465694066,16.020276207613886,66.91604452970863,-3.0786242943098503,-0.34353232454348914,-0.18555353259786983,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,13.2276611328125,4.834668159484863,60.4082145690918,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.09715500075050443,21.266254915645803,0.03169786648077044
1,-5.059201697974404,1.0492559577700329,54.04603444653152,3.141545039377891,0.0002271199022950424,-4.47279085803775e-06,0.0,0.0,0.0,0.0,-0.0,0.0,-5.069644451141357,1.0456904172897339,54.027748107910156,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0,0.01729770451949264,0.02135777031428656
1,25.449526024854546,1.029345429388681,123.90317189122143,-3.1414001229975432,0.00425402281195416,-3.891639045954475e-05,-30.009541291164325,-0.010748679256668447,-69.95836416884946,-0.0002403034582409098,-0.00402689343830099,3.546550068004046e-05,24.930355072021484,1.0456904172897339,124.02774810791016,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.034504992054152694,0.018831275308102136,0.02135777031428656
1,6.702052592292969,-17.365011542794218,97.6549454351345,3.141434979071792,6.03514229599486e-05,1.0802545618958935e-05,25.02074491860954,15.002761832231588,-34.986836719418875,0.002346534360961453,0.0026244124302849054,0.0003282671854404948,6.701774597167969,-17.387981414794922,97.680419921875,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0021854531024345647,0.029019193778481167,0.42178753091398336
2,-50.319058366018766,11.564092701750145,75.00130537015441,-3.078747513765445,-0.3436579427740107,-0.1853914574992896,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-50.3069334680018,11.54206914677843,74.99732699272181,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.0971511860532388,0.012771870950146536,0.42178753091398336
1,-5.059201697974404,1.0492559577700329,54.04603444653152,3.141545039377891,0.0002271199022950424,-4.47279085803775e-06,0.0,0.0,0.0,0.0,-0.0,0.0,-50.3069334680018,11.54206914677843,74.99732699272181,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.0,15.989406172567236,0.42178753091398336
1,25.449526024854546,1.029345429388681,123.90317189122143,-3.1414001229975432,0.00425402281195416,-3.891639045954475e-05,-30.009541291164325,-0.010748679256668447,-69.95836416884946,-0.0002403034582409098,-0.00402689343830099,3.546550068004046e-05,-50.3069334680018,11.54206914677843,74.99732699272181,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.034504992054152694,19.851150517845042,0.42178753091398336
1,6.749017718221982,-14.358959912566238,98.73735707601658,3.140320788662391,0.0005922515578010329,8.621816107390169e-05,25.02074491860954,15.002761832231588,-34.986836719418875,0.002346534360961453,0.0026244124302849054,0.0003282671854404948,6.681371688842773,-14.48712158203125,98.69303131103516,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0021854531024345647,0.029817278407392678,0.38463766451300185
2,-50.21081281004305,14.40786391098796,76.11954737876484,-3.0785498146155854,-0.343622600328633,-0.18540640482976198,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-50.198797683482105,14.402401260789816,76.1142837121281,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.09715500075050443,0.011726987599260497,0.38463766451300185
1,-5.059201697974404,1.0492559577700329,54.04603444653152,3.141545039377891,0.0002271199022950424,-4.47279085803775e-06,0.0,0.0,0.0,0.0,-0.0,0.0,-50.198797683482105,14.402401260789816,76.1142837121281,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.0,16.846669815678517,0.38463766451300185
1,25.449526024854546,1.029345429388681,123.90317189122143,-3.1414001229975432,0.00425402281195416,-3.891639045954475e-05,-30.009541291164325,-0.010748679256668447,-69.95836416884946,-0.0002403034582409098,-0.00402689343830099,3.546550068004046e-05,-50.198797683482105,14.402401260789816,76.1142837121281,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.034497362659621444,20.742806769259204,0.38463766451300185
1,-8.657134202413564,-15.973397132644271,90.76832598279272,3.1401170871068844,-0.0008114218094891231,-0.00014036224445925237,25.02074491860954,15.002761832231588,-34.986836719418875,0.002346534360961453,0.0026244124302849054,0.0003282671854404948,-8.57280158996582,-16.094463348388672,90.68544006347656,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0021854531024345647,0.06814021064899123,0.21751335636156638
2,-50.21081281004305,14.40786391098796,76.11954737876484,-3.0785498146155854,-0.343622600328633,-0.18540640482976198,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-8.57280158996582,-16.094463348388672,90.68544006347656,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.09715500075050443,2.4456885530743477,0.21751335636156638
1,-5.059201697974404,1.0492559577700329,54.04603444653152,3.141545039377891,0.0002271199022950424,-4.47279085803775e-06,0.0,0.0,0.0,0.0,-0.0,0.0,-8.57280158996582,-16.094463348388672,90.68544006347656,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0,3.77577493966718,0.21751335636156638
1,25.449526024854546,1.029345429388681,123.90317189122143,-3.1414001229975432,0.00425402281195416,-3.891639045954475e-05,-30.009541291164325,-0.010748679256668447,-69.95836416884946,-0.0002403034582409098,-0.00402689343830099,3.546550068004046e-05,-8.57280158996582,-16.094463348388672,90.68544006347656,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.034504992054152694,7.4967109263403415,0.21751335636156638
1,14.743544608428078,-18.81652598717289,85.43850031685339,-3.139444572058993,-0.0016985579492258976,-0.00037423230202056785,25.02074491860954,15.002761832231588,-34.986836719418875,0.002346534360961453,0.0026244124302849054,0.0003282671854404948,14.891677856445312,-18.623384475708008,85.44518280029297,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0021854531024345647,0.009577382472514273,0.484123582158066
2,-38.739877983947395,8.887200695512835,66.21916120567666,-3.078237647871116,-0.3432331293306558,-0.1855590116960007,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-38.744752130853854,8.903272879371343,66.18514945712779,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.0971511860532388,0.024862305761828907,0.484123582158066
1,-5.059201697974404,1.0492559577700329,54.04603444653152,3.141545039377891,0.0002271199022950424,-4.47279085803775e-06,0.0,0.0,0.0,0.0,-0.0,0.0,-38.744752130853854,8.903272879371343,66.18514945712779,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.0,10.121762360513593,0.484123582158066
1,25.449526024854546,1.029345429388681,123.90317189122143,-3.1414001229975432,0.00425402281195416,-3.891639045954475e-05,-30.009541291164325,-0.010748679256668447,-69.95836416884946,-0.0002403034582409098,-0.00402689343830099,3.546550068004046e-05,-38.744752130853854,8.903272879371343,66.18514945712779,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.034504992054152694,12.807886272842609,0.484123582158066
1,8.139689394869297,-19.42713536290844,96.07518524409839,-3.14148056738137,5.834372913610358e-05,9.95931830556908e-06,25.02074491860954,15.002761832231588,-34.986836719418875,0.002346534360961453,0.0026244124302849054,0.0003282671854404948,8.132793426513672,-19.42300033569336,96.10586547851562,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0021854531024345647,0.028581997130402215,0.43621295358419726
2,-48.78166977515669,9.313165560043261,73.89068783153948,-3.078693882514401,-0.3435570828676807,-0.18555520425451733,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-48.776181561720485,9.289473909308981,73.8788692817113,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.09715500075050443,0.015291598346550472,0.43621295358419726
1,-5.059201697974404,1.0492559577700329,54.04603444653152,3.141545039377891,0.0002271199022950424,-4.47279085803775e-06,0.0,0.0,0.0,0.0,-0.0,0.0,-48.776181561720485,9.289473909308981,73.8788692817113,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.0,15.358619615918435,0.43621295358419726
1,25.449526024854546,1.029345429388681,123.90317189122143,-3.1414001229975432,0.00425402281195416,-3.891639045954475e-05,-30.009541291164325,-0.010748679256668447,-69.95836416884946,-0.0002403034582409098,-0.00402689343830099,3.546550068004046e-05,-48.776181561720485,9.289473909308981,73.8788692817113,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.034504992054152694,19.087792510552305,0.43621295358419726
1,10.413224818141996,-19.864043330705048,90.96645290143243,3.141196821335081,0.0002071976304843062,4.526636658599866e-05,25.02074491860954,15.002761832231588,-34.986836719418875,0.002346534360961453,0.0026244124302849054,0.0003282671854404948,10.382205963134766,-19.878250122070312,90.8608627319336,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0021854531024345647,0.10294647633178045,0.40181581239591047
2,-44.98323049944592,8.444896739487229,69.69815978494238,-3.078353003884406,-0.34350212853422746,-0.1855514112764818,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-44.97492758666492,8.450532132505941,69.68079726372115,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.0971511860532388,0.01842120297513361,0.40181581239591047
1,-5.059201697974404,1.0492559577700329,54.04603444653152,3.141545039377891,0.0002271199022950424,-4.47279085803775e-06,0.0,0.0,0.0,0.0,-0.0,0.0,-44.97492758666492,8.450532132505941,69.68079726372115,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.0,12.010892155246317,0.40181581239591047
1,25.449526024854546,1.029345429388681,123.90317189122143,-3.1414001229975432,0.00425402281195416,-3.891639045954475e-05,-30.009541291164325,-0.010748679256668447,-69.95836416884946,-0.0002403034582409098,-0.00402689343830099,3.546550068004046e-05,-44.97492758666492,8.450532132505941,69.68079726372115,[ 0.92541655 -0.16317591  0.34202012],[-0.17364818 -0.98480773  0.        ],[ 0.33682406 -0.05939117 -0.93969262],0.034504992054152694,15.420003298740937,0.40181581239591047
1,-30.81324212064201,-13.40635665354483,98.65563771864412,-3.1414784941544727,0.00025067518653604736,3.549772260681172e-05,25.001469895238962,15.007931786785331,-35.00271863888774,-0.00013128302246797236,-0.00018809068911225624,-3.7004147829617315e-05,-30.83496856689453,-13.384195327758789,98.62947845458984,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0055098286616654946,0.021183727908223204,0.019836781918266145
2,-44.98323049944592,8.444896739487229,69.69815978494238,-3.078353003884406,-0.34350212853422746,-0.1855514112764818,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-30.83496856689453,-13.384195327758789,98.62947845458984,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.09715881544777005,24.742451024061253,0.019836781918266145
1,-5.830823808423918,1.6156679726221552,63.6488808275306,3.1415755233280027,6.258915563015445e-05,-1.5393359702778872e-06,0.0,0.0,0.0,0.0,-0.0,0.0,-5.834968090057373,1.6158050298690796,63.62948226928711,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0,0.018929810399136215,0.019836781918266145
1,24.770649367635862,1.5799066905903854,133.36930651484946,-3.141301905992669,0.004814879748714558,-5.2707800744831114e-05,-29.967305307560604,-0.006604792670681592,-69.83614300441096,-0.0003081318191616472,-0.004752274130535389,5.265146331768792e-05,24.16503143310547,1.6158050298690796,133.62948608398438,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.1634783412882399,0.14714938320389592,0.019836781918266145
1,-17.892532249630698,-11.53968200421572,93.34374889479028,3.1397383733496707,-0.002835706072999234,-0.00035037222338493896,25.031611631604786,14.987327545252052,-34.95490998088915,0.0014210890501258442,0.0018756542713321634,0.0004086684730302204,-17.62698745727539,-11.720842361450195,93.3781509399414,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.021440620532509058,0.006295293977032657,0.06711541669489592
2,-44.98323049944592,8.444896739487229,69.69815978494238,-3.078353003884406,-0.34350212853422746,-0.1855514112764818,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-17.62698745727539,-11.720842361450195,93.3781509399414,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.09715500075050443,13.55347021509651,0.06711541669489592
1,7.318932007428091,3.307767869554699,58.405741768706385,3.1411588032893176,-0.0009595511461531721,5.426806464402708e-05,0.0,0.0,0.0,0.0,-0.0,0.0,7.373012065887451,3.2791571617126465,58.378150939941406,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0,0.022191117222853052,0.06711541669489592
1,24.770649367635862,1.5799066905903854,133.36930651484946,-3.141301905992669,0.004814879748714558,-5.2707800744831114e-05,-29.967305307560604,-0.006604792670681592,-69.83614300441096,-0.0003081318191616472,-0.004752274130535389,5.265146331768792e-05,7.373012065887451,3.2791571617126465,58.378150939941406,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.16347071189370865,1.9116446799496316,0.06711541669489592
1,-16.041584493704466,-17.178183076864105,96.02391178242506,-3.140607735392136,0.0009245424177068041,0.00016542260485061523,25.00573064239305,14.992648490608028,-34.952258970056334,-0.0009200021398132403,-0.0011983903531916616,-0.00017396147458150686,-16.140869140625,-17.088132858276367,96.04914093017578,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.03594762756449654,0.025059772030132876,0.023860147186389725
2,-44.98323049944592,8.444896739487229,69.69815978494238,-3.078353003884406,-0.34350212853422746,-0.1855514112764818,54.97732774035432,-10.034947091161929,-25.272548932466997,0.00803670281794534,0.3480581006877252,0.1771315709621837,-16.140869140625,-17.088132858276367,96.04914093017578,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.09715500075050443,14.576840551677975,0.023860147186389725
1,8.846091946868873,-2.094374228551643,61.06812309914246,-3.141527935134091,-0.0002736961213962803,-9.38958504692957e-06,0.0,0.0,0.0,0.0,-0.0,0.0,8.859131813049316,-2.0881335735321045,61.04914093017578,[1. 0. 0.],[ 0. -1.  0.],[ 0.  0. -1.],0.0,0.017116423061978026,0.023860147186389725
